Country,Code,Region,Sub-Region,Year,Status,Income classifications,Life expectancy,Population,GDP Per Capita,"GNI per capita, PPP ($)",Total expenditure,Adult Mortality,infant deaths,Alcohol,health expenditure per capita $,health expenditure % of GDP,Hepatitis B (% of one-year-olds immunized),Polio (% of one-year-olds immunized),Measles per 1000,Measles MCV1 (% of one-year-olds immunized),under-five deaths,"Diphtheria, Pertussis, Tentanus (% of one-year-olds immunized)", HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Alcohol use disorders  (%),Drug use disorders (%),Avg Total Years of Schooling for Adult,"Government expenditure on education, total (% of GDP)",Mental disorders (%),obesity among adults (%),Gini coefficient,daily smoking in populations aged 10 and older (%),Neoplasms (Percent),Deaths - HIV/AIDS
Argentina,ARG,Americas,Latin America and the Caribbean,2015,Developing,Upper-middle income,76.3,43257064,13789.06042,23508.76758,,116,8,,1525.05,10.23,94,93,0,89,9,94,0.1,1,0.9,0.826,2.25,0.75,9.8,5.776110172,13.58,28,,,1.158582966,0.53
Armenia,ARM,Asia,Western Asia,2000,Developing,Low income,72,3168525,603.2980252,4178.388672,6.25,142,1,2.9,25.31,4.2,55,96,15,92,1,93,0.1,2.1,2.2,0.639,2.56,0.5,10.8,2.772730112,11.64,14.4,,24.947,0.801382306,0
Armenia,ARM,Asia,Western Asia,2001,Developing,Low income,72.6,3133138,676.1500113,4602.441895,5.94,141,1,2.86,31.41,4.65,69,97,69,93,1,94,0.1,2.1,2.1,0.644,2.53,0.5,10.7,2.469439983,11.65,14.6,0.35364359,,0.813241688,0
Armenia,ARM,Asia,Western Asia,2002,Developing,Lower-middle income,72.6,3105040,765.3161777,5264.791504,5.4,134,1,2.86,58.27,7.61,91,96,40,91,1,94,0.1,2.1,2.1,0.645,2.45,0.51,10.8,2.135040045,11.63,14.9,0.347796743,,0.822097147,0
Armenia,ARM,Asia,Western Asia,2003,Developing,Lower-middle income,72.7,3084107,910.1712617,6031.859375,5.56,134,1,3.03,65.35,7.18,93,96,4,94,1,94,0.1,2,2.1,0.657,2.35,0.51,10.8,2.145040035,11.59,15.1,0.330280869,,0.834314743,0
Armenia,ARM,Asia,Western Asia,2004,Developing,Lower-middle income,73,3065748,1166.638204,6753.741211,5.5,132,1,3.81,70.64,6.06,91,93,1783,92,1,91,0.1,2,2.1,0.668,2.26,0.51,10.8,2.486730099,11.55,15.4,0.375056325,,0.845457536,0.01
Armenia,ARM,Asia,Western Asia,2005,Developing,Lower-middle income,73,3047254,1608.163552,7747.421875,5.25,137,1,4.25,94.27,5.86,91,92,2281,94,1,90,0.1,2,2.1,0.679,2.22,0.51,10.9,2.712029934,11.52,15.7,0.359923534,25.019,0.857405096,0.01
Armenia,ARM,Asia,Western Asia,2006,Developing,Lower-middle income,72.9,3026490,2109.526231,8881.592773,4.58,141,1,4.01,123.41,5.85,78,87,137,92,1,87,0.1,2,2.1,0.692,2.21,0.52,10.9,2.715770006,11.49,16,0.297099848,,0.871663598,0.04
Armenia,ARM,Asia,Western Asia,2007,Developing,Lower-middle income,73.5,3004398,3064.280106,10262.08008,4.31,132,1,3.99,168.48,5.5,85,90,1,92,1,88,0.1,2,2.1,0.707,2.21,0.52,11,3.018939972,11.45,16.3,0.312260583,,0.884536303,0.03
Armenia,ARM,Asia,Western Asia,2008,Developing,Lower-middle income,73.2,2983425,3908.94906,11125.75391,3.8,14,1,3.96,259.55,6.64,89,91,0,94,1,89,0.1,2,2.1,0.721,2.2,0.52,11,3.172729969,11.41,16.7,0.291881417,,0.904915123,0.05
Armenia,ARM,Asia,Western Asia,2009,Developing,Lower-middle income,73.3,2964300,2917.366129,9428.797852,4.55,137,1,3.96,246.34,8.44,93,94,0,96,1,93,0.1,2,2.1,0.725,2.2,0.52,11.1,3.840790033,11.38,17,0.280158774,,0.9195875,0.05
Armenia,ARM,Asia,Western Asia,2010,Developing,Lower-middle income,73.5,2946296,3143.029202,9745.427734,4.56,132,1,4.23,290.27,9.24,94,96,2,97,1,94,0.1,2,2.1,0.72,2.19,0.53,11.1,3.249000072,11.36,17.5,0.299925823,25.008,0.933475223,0.04
Armenia,ARM,Asia,Western Asia,2011,Developing,Lower-middle income,73.9,2928984,3462.681611,10072.89551,3.71,128,1,4.09,324.66,9.38,95,96,0,97,1,95,0.1,2,2.1,0.729,2.16,0.53,11.2,3.143850088,11.36,17.9,0.293529458,,0.947612372,0.04
Armenia,ARM,Asia,Western Asia,2012,Developing,Lower-middle income,74.4,2914428,3643.715183,10830.55371,4.48,121,1,3.89,332.84,9.13,95,96,0,97,1,95,0.1,2,2.1,0.732,2.11,0.53,11.3,2.772480011,11.36,18.5,0.296022614,,0.960941438,0.07
Armenia,ARM,Asia,Western Asia,2013,Developing,Lower-middle income,74.4,2901386,3833.157532,11351.53906,4.55,123,1,3.79,395.71,10.32,95,96,10,97,1,95,0.1,2.1,2.1,0.736,2.05,0.53,11.4,2.650180101,11.36,19,0.305796632,,0.968579615,0.06
Armenia,ARM,Asia,Western Asia,2014,Developing,Lower-middle income,74.6,2889937,4017.229808,11518.60449,4.48,12,1,3.91,408.88,10.18,93,95,13,97,1,93,0.1,2.1,2.1,0.739,1.99,0.54,11.5,2.247240067,11.37,19.6,0.314832907,,0.984703804,0.1
Armenia,ARM,Asia,Western Asia,2015,Developing,Lower-middle income,74.8,2878598,3666.141876,11774.34961,,118,1,,370.93,10.12,94,96,33,97,1,94,0.1,2.1,2.2,0.741,1.97,0.54,11.6,2.80591011,11.37,20.2,0.323567718,,1.007308144,0.11
Australia,AUS,Oceania,Australia and New Zealand,2000,Developed,High income,79.5,19017968,21853.78167,,8.8,78,1,10.17,1636.53,7.6,,90,108,91,2,90,0.1,0.7,0.7,0.897,1.98,2.34,11.9,4.891469955,18.32,21,,17.639,2.913890804,0.13
Australia,AUS,Oceania,Australia and New Zealand,2001,Developed,High income,79.9,19248146,19681.66264,,8.18,75,1,9.53,1559.82,7.68,94,91,141,92,2,92,0.1,0.7,0.7,0.899,1.96,2.33,11.9,,18.45,21.7,0.334647977,,2.922345342,0.11
Australia,AUS,Oceania,Australia and New Zealand,2002,Developed,High income,79.9,19475842,20291.17855,,8.39,73,1,9.84,1763.7,7.88,95,92,32,94,2,92,0.1,0.7,0.7,0.902,1.93,2.33,11.8,,18.69,22.3,,,2.95934384,0.1
Australia,AUS,Oceania,Australia and New Zealand,2003,Developed,High income,83,19699004,23705.90722,,8.32,71,1,9.97,2240.75,7.88,95,92,91,94,1,93,0.1,0.7,0.7,0.905,1.88,2.33,11.8,,18.97,22.9,0.335005161,,2.98477643,0.1
Australia,AUS,Oceania,Australia and New Zealand,2004,Developed,High income,86,19925060,30819.99349,,8.57,69,1,9.84,2760.83,8.09,95,92,70,94,1,92,0.1,0.7,0.6,0.908,1.84,2.33,11.8,,19.21,23.5,0.330574095,,3.001633137,0.11
Australia,AUS,Oceania,Australia and New Zealand,2005,Developed,High income,81,20171732,34461.70878,,8.45,67,1,10.3,3014.1,7.97,95,92,10,94,2,92,0.1,0.7,0.6,0.91,1.82,2.33,11.7,4.910299778,19.32,24,,16.417,3.003657472,0.09
Australia,AUS,Oceania,Australia and New Zealand,2006,Developed,High income,81.2,20467032,36570.72037,,8.49,66,1,10.31,3194.03,7.98,95,92,0,94,2,92,0.1,0.7,0.6,0.915,1.83,2.33,11.9,4.750199795,19.34,24.6,,,3.000015939,0.1
Australia,AUS,Oceania,Australia and New Zealand,2007,Developed,High income,81.3,20830832,41023.75486,,8.53,66,1,10.56,3815.34,8.06,94,92,11,94,2,92,0.1,0.7,0.6,0.918,1.85,2.35,12,4.660890102,19.34,25.1,,,3.032641045,0.09
Australia,AUS,Oceania,Australia and New Zealand,2008,Developed,High income,81.3,21247876,49679.18053,,8.78,66,1,10.76,4107.01,8.25,94,92,65,94,1,92,0.1,0.7,0.6,0.921,1.87,2.36,12.3,4.637760162,19.33,25.7,0.354285083,,3.059068569,0.07
Australia,AUS,Oceania,Australia and New Zealand,2009,Developed,High income,81.7,21660898,42810.33166,,9.5,66,1,10.62,4011.93,8.55,94,92,104,94,1,92,0.1,0.7,0.6,0.925,1.89,2.37,12.3,5.085820198,19.31,26.2,,,3.082659335,0.07
Australia,AUS,Oceania,Australia and New Zealand,2010,Developed,High income,81.9,22019166,52134.30885,,9.2,64,1,10.52,4975.47,8.42,92,92,70,94,1,92,0.1,0.7,0.6,0.927,1.9,2.38,12.4,5.550059795,19.29,26.7,0.346567276,14.798,3.082087922,0.06
Australia,AUS,Oceania,Australia and New Zealand,2011,Developed,High income,82,22357032,62596.43217,,9.2,63,1,10.3,5909.15,8.54,92,92,190,94,1,92,0.1,0.6,0.6,0.927,1.92,2.38,12.5,5.074510098,19.25,27.3,,,3.072923896,0.07
Australia,AUS,Oceania,Australia and New Zealand,2012,Developed,High income,82.3,22729272,68044.71482,,9.36,61,1,10.03,6071.65,8.67,91,92,199,94,1,92,0.1,0.6,0.6,0.93,1.95,2.37,12.6,4.868999958,19.19,27.9,,,3.048344638,0.05
Australia,AUS,Oceania,Australia and New Zealand,2013,Developed,High income,82.5,23111788,68158.57974,,9.36,61,1,9.87,5843.17,8.75,91,91,158,94,1,91,0.1,0.6,0.6,0.933,1.98,2.35,12.6,5.229740143,19.12,28.5,,,3.056725092,0.05
Australia,AUS,Oceania,Australia and New Zealand,2014,Developed,High income,82.7,23469578,62513.41122,,9.42,6,1,9.71,6139.39,9.85,91,92,340,94,1,92,0.1,0.6,0.6,0.936,2.01,2.33,12.7,5.164770126,19.05,29.1,0.343994314,,3.074024099,0.04
Australia,AUS,Oceania,Australia and New Zealand,2015,Developed,High income,82.8,23820240,56710.44572,,,59,1,,5324.34,10.18,93,93,74,95,1,93,0.1,0.6,0.6,0.937,2.02,2.31,12.8,5.311270237,19.01,29.8,,,3.077739115,0.04
Austria,AUT,Europe,Western Europe,2000,Developed,High income,78.1,8010425,24625.60072,46056.68359,1.6,96,0,13.2,2269.13,9.2,33,71,0,75,0,81,0.1,1.7,1.9,0.833,3.09,1.04,9,5.588809967,15.76,15,0.288371061,26.779,2.131186524,0.06
Austria,AUT,Europe,Western Europe,2001,Developed,High income,78.6,8039633,24558.76368,46225.39063,1.12,92,0,12.4,2282.52,9.27,44,83,0,79,0,84,0.1,1.7,1.9,0.837,3.1,1.06,9.2,5.575479984,15.73,15.4,,,2.129091316,0.07
Austria,AUT,Europe,Western Europe,2002,Developed,High income,78.7,8078994,26527.59309,47137.62891,1.27,9,0,12.5,2497.87,9.39,81,82,0,78,0,83,0.1,1.7,1.9,0.847,3.11,1.1,9.4,5.522130013,15.72,15.8,,,2.135486692,0.07
Austria,AUT,Europe,Western Europe,2003,Developed,High income,78.8,8120105,32294.04886,47510.26563,1.48,88,0,12.2,3091.24,9.55,83,84,90,79,0,84,0.1,1.7,1.9,0.837,3.12,1.14,9.6,5.361830235,15.7,16.2,0.294660779,,2.150685042,0.07
Austria,AUT,Europe,Western Europe,2004,Developed,High income,79.3,8171215,36889.23351,48564.17188,1.56,86,0,12.1,3594.65,9.71,83,83,15,74,0,83,0.1,1.7,1.9,0.841,3.13,1.17,9.8,5.302430153,15.68,16.6,0.297889898,,2.141536414,0.08
Austria,AUT,Europe,Western Europe,2005,Developed,High income,79.4,8227034,38417.45779,49280.02344,1.53,85,0,12.4,3710.4,9.63,86,86,9,75,0,86,0.1,1.7,1.9,0.848,3.13,1.19,9.9,5.249370098,15.67,17,0.287154333,25.709,2.14509466,0.09
Austria,AUT,Europe,Western Europe,2006,Developed,High income,79.8,8267771,40669.32696,50960.16406,1.35,81,0,12.4,3882.98,9.53,83,83,23,80,0,83,0.1,1.7,1.9,0.854,3.13,1.18,10.1,5.226520061,15.66,17.5,0.295875829,,2.129867082,0.06
Austria,AUT,Europe,Western Europe,2007,Developed,High income,81,8294720,46915.3374,52510.53906,1.4,8,0,12.5,4478.77,9.53,85,85,20,79,0,85,0.1,1.7,1.9,0.86,3.14,1.17,11.6,5.146900177,15.66,17.9,0.305799959,,2.137181635,0.08
Austria,AUT,Europe,Western Europe,2008,Developed,High income,84,8321134,51919.98358,53611.22656,1.6,76,0,12,5057.76,9.73,83,83,448,83,0,83,0.1,1.7,1.9,0.864,3.13,1.16,11.5,5.263959885,15.65,18.3,0.304373858,,2.14263199,0.06
Austria,AUT,Europe,Western Europe,2009,Developed,High income,82,8342939,48153.32402,51007.44922,11.19,77,0,11.3,4928.99,10.23,83,83,49,76,0,83,0.1,1.7,1.9,0.87,3.13,1.15,11.7,5.730249882,15.66,18.7,0.314962324,,2.172979669,0.05
Austria,AUT,Europe,Western Europe,2010,Developed,High income,84,8362829,46903.76159,52277.59375,11.17,75,0,12.1,4800.79,10.22,86,86,52,80,0,86,0.1,1.7,1.9,0.872,3.12,1.14,11.8,5.700479984,15.66,19.2,0.302522631,25.713,2.180836137,0.06
Austria,AUT,Europe,Western Europe,2011,Developed,High income,88,8391201,51442.27625,53356.39453,1.94,73,0,12.04,5167.82,10.03,89,89,68,84,0,89,0.1,1.7,2,0.88,3.08,1.15,11.8,5.592269897,15.67,19.6,0.308016687,,2.186490287,0.05
Austria,AUT,Europe,Western Europe,2012,Developed,High income,88,8429641,48564.91734,53349.76172,11.17,7,0,12.26,4966.1,10.2,92,92,36,88,0,92,0.1,1.8,2,0.884,3,1.16,11.8,5.480400085,15.69,20.1,0.304763178,,2.189718822,0.05
Austria,AUT,Europe,Western Europe,2013,Developed,High income,81.1,8479542,50731.12725,53138.16016,11.14,68,0,11.82,5235.34,10.29,95,95,0,92,0,95,0.1,1.8,2,0.887,2.9,1.18,11.9,5.547110081,15.71,20.5,0.307531331,,2.201419768,0.06
Austria,AUT,Europe,Western Europe,2014,Developed,High income,81.4,8546066,51786.37717,53001.21875,11.21,66,0,12.32,5393.6,10.37,98,98,117,96,0,98,0.1,1.8,2,0.892,2.82,1.19,12.1,5.447619915,15.73,21,0.305356828,,2.224757222,0.05
Austria,AUT,Europe,Western Europe,2015,Developed,High income,81.5,8642422,44195.81759,52352.33594,,65,0,,4612.82,10.37,93,93,309,96,0,93,0.1,1.9,2.1,0.892,2.78,1.21,12.1,5.456580162,15.74,21.5,0.30532775,,2.232641523,0.05
Azerbaijan,AZE,Asia,Western Asia,2000,Developing,Low income,66.6,8190341,655.1199452,,4.67,16,9,0.65,18.98,2.95,,75,210,67,11,76,0.1,3.2,3.1,0.636,2.58,0.44,10.6,3.853990078,10.91,11.8,,18.651,0.605824674,0.08
Azerbaijan,AZE,Asia,Western Asia,2001,Developing,Low income,67.5,8282030,703.6838434,,4.48,151,8,0.51,18.99,2.76,,77,574,68,10,77,0.1,3.1,3.1,0.642,2.58,0.44,10.6,3.503420115,10.91,12.2,0.364549364,,0.605653708,0.08
Azerbaijan,AZE,Asia,Western Asia,2002,Developing,Low income,67.8,8372128,763.080638,,4.47,146,7,0.55,20.36,2.73,50,80,4353,66,9,76,0.1,3.1,3.1,0.651,2.56,0.44,10.6,3.154459953,10.9,12.5,0.252776662,,0.610857271,0.09
Azerbaijan,AZE,Asia,Western Asia,2003,Developing,Lower-middle income,67.8,8462335,883.7339715,,6.56,154,7,0.55,23.52,2.73,51,79,1978,67,8,77,0.1,3,3,0.659,2.55,0.44,10.6,3.286149979,10.89,12.8,0.268328779,,0.614817394,0.09
Azerbaijan,AZE,Asia,Western Asia,2004,Developing,Lower-middle income,68.4,8556168,1045.009379,,7.92,154,6,0.62,27.04,2.67,50,78,827,67,8,77,0.1,3,3,0.668,2.53,0.44,10.6,3.447700024,10.87,13.2,0.266215925,,0.617806746,0.09
Azerbaijan,AZE,Asia,Western Asia,2005,Developing,Lower-middle income,68.4,8656243,1578.40239,,7.86,162,6,0.73,34.6,2.26,49,79,1238,67,7,75,0.1,2.9,3,0.675,2.53,0.45,10.7,2.974620104,10.84,13.6,0.265549077,19.309,0.624536223,0.09
Azerbaijan,AZE,Asia,Western Asia,2006,Developing,Lower-middle income,69.2,8763353,2473.081819,,6.17,154,6,0.85,49.48,2.07,52,80,222,69,7,78,0.1,2.9,2.9,0.682,2.54,0.45,10.7,2.555520058,10.78,14,,,0.630229825,0.09
Azerbaijan,AZE,Asia,Western Asia,2007,Developing,Lower-middle income,73,8878408,3851.437869,,5.1,14,6,1.02,74.09,1.99,62,81,0,75,7,79,0.1,2.8,2.9,0.708,2.58,0.45,10.2,2.549279928,10.7,14.4,,,0.637418808,0.08
Azerbaijan,AZE,Asia,Western Asia,2008,Developing,Lower-middle income,73,8999697,5574.603802,,4.37,141,6,1.18,105.24,1.94,68,85,5,79,6,81,0.1,2.8,2.9,0.719,2.62,0.45,10.2,2.44092989,10.61,14.9,,,0.653792749,0.06
Azerbaijan,AZE,Asia,Western Asia,2009,Developing,Upper-middle income,78,9119630,4950.294791,,5.85,132,6,2.1,126.95,2.61,74,84,0,85,6,81,0.1,2.8,2.9,0.728,2.66,0.46,10.7,3.224309921,10.53,15.4,,,0.668990559,0.06
Azerbaijan,AZE,Asia,Western Asia,2010,Developing,Upper-middle income,71.1,9237203,5843.533768,,5.33,13,5,1.98,142.61,2.49,80,85,0,89,6,81,0.1,2.8,2.9,0.737,2.69,0.46,10.7,2.780620098,10.48,15.9,,19.445,0.684843527,0.06
Azerbaijan,AZE,Asia,Western Asia,2011,Developing,Upper-middle income,71.6,9359018,7189.691229,,5.1,125,5,1.98,172.4,2.45,84,91,0,92,6,87,0.1,2.8,2.9,0.741,2.68,0.46,10.7,2.435640097,10.45,16.5,,,0.694397229,0.05
Azerbaijan,AZE,Asia,Western Asia,2012,Developing,Upper-middle income,71.9,9485577,7496.294648,,5.37,123,5,0.01,217.79,2.96,88,92,0,94,6,89,0.1,2.8,2.8,0.742,2.65,0.46,10.7,2.067630053,10.44,17.1,,,0.706836793,0.04
Azerbaijan,AZE,Asia,Western Asia,2013,Developing,Upper-middle income,72.2,9614478,7875.756953,,5.54,121,5,2.14,234.24,3.04,93,96,164,98,6,93,0.1,2.8,2.8,0.745,2.6,0.46,10.8,2.442130089,10.43,17.8,,,0.71479018,0.04
Azerbaijan,AZE,Asia,Western Asia,2014,Developing,Upper-middle income,72.5,9741879,7891.313147,,6.4,119,5,0.01,260.83,3.38,94,97,0,98,6,94,0.1,2.8,2.9,0.752,2.57,0.47,10.7,2.633039951,10.42,18.5,,,0.727569163,0.04
Azerbaijan,AZE,Asia,Western Asia,2015,Developing,Upper-middle income,72.7,9863485,5500.310382,,,118,5,,220.98,4.11,96,98,0,98,6,96,0.1,2.8,2.9,0.758,2.56,0.47,10.7,2.951679945,10.41,19.2,,,0.738217812,0.04
Bahamas,BHS,Americas,Latin America and the Caribbean,2000,Developing,High income,72.6,325033,24849.60648,39901.26953,5.21,192,0,12.15,945.44,3.8,,91,0,93,0,99,0.1,2.7,2.6,0,1.94,1.02,10.9,2.232840061,14,23.1,,7.107,1.265552345,13.65
Bahamas,BHS,Americas,Latin America and the Caribbean,2001,Developing,High income,72.9,329639,25234.14415,40074,5.15,189,0,11.64,990.31,3.92,21,98,0,94,0,99,0.2,2.7,2.6,0.779,1.94,1.02,10.9,,14,23.7,,,1.262592756,13.58
Bahamas,BHS,Americas,Latin America and the Caribbean,2002,Developing,High income,73.1,334015,26590.14018,40554.62109,5.26,19,0,10.85,1013.74,3.81,89,93,0,94,0,94,0.1,2.6,2.6,0.781,1.94,1.02,10.9,,14,24.2,,,1.252232474,11.8
Bahamas,BHS,Americas,Latin America and the Caribbean,2003,Developing,High income,73.2,338505,26204.8805,39519.27734,5.62,189,0,10.68,1053.42,4.02,88,93,0,90,0,92,0.1,2.6,2.5,0.783,1.93,1.02,10.9,,14,24.8,,,1.246409457,10.74
Bahamas,BHS,Americas,Latin America and the Caribbean,2004,Developing,High income,73.8,343097,26393.41395,39247.84766,6.2,174,0,10.1,1067.92,4.05,93,92,0,89,0,93,0.1,2.6,2.5,0.784,1.93,1.02,10.9,,13.99,25.3,,,1.244750035,10.58
Bahamas,BHS,Americas,Latin America and the Caribbean,2005,Developing,High income,74.1,347815,28280.87084,39692.55078,5.95,172,0,10.49,1140.25,4.03,93,93,0,85,0,93,0.1,2.6,2.5,0.786,1.93,1.02,10.9,,13.99,25.9,,6.742,1.248841991,8.97
Bahamas,BHS,Americas,Latin America and the Caribbean,2006,Developing,High income,74.2,352672,28829.84938,39840.39453,6.93,171,0,11.07,1242.35,4.31,96,94,0,88,0,95,0.1,2.5,2.5,0.788,1.95,1.02,10.9,,13.98,26.4,,,1.279363536,9.52
Bahamas,BHS,Americas,Latin America and the Caribbean,2007,Developing,High income,74.4,357678,29687.86522,39614.97266,7.8,167,0,10.75,1334.88,4.5,93,95,0,96,0,95,0.1,2.5,2.5,0.79,1.99,1.02,10.9,,13.98,27,,,1.303331282,7.47
Bahamas,BHS,Americas,Latin America and the Caribbean,2008,Developing,High income,74.5,362807,29013.63029,38684.88672,7.3,167,0,10.15,1410.94,4.86,90,93,0,90,0,93,0.1,2.5,2.5,0.791,2.03,1.02,10.9,,13.97,27.5,,,1.333259341,6.92
Bahamas,BHS,Americas,Latin America and the Caribbean,2009,Developing,High income,74.6,368064,27120.69055,36134.39063,7.43,168,0,9.29,1396.89,5.15,95,97,0,98,0,96,0.1,2.5,2.5,0.791,2.07,1.02,10.9,,13.97,28.1,,,1.363462381,6.51
Bahamas,BHS,Americas,Latin America and the Caribbean,2010,Developing,High income,75,373277,27046.65767,35920.82813,7.44,161,0,9.19,1421.71,5.26,98,97,0,94,0,99,0.2,2.5,2.5,0.788,2.09,1.02,10.9,,13.97,28.6,,5.685,1.381334299,5.82
Bahamas,BHS,Americas,Latin America and the Caribbean,2011,Developing,High income,75,377956,26644.92658,35756.02344,7.63,162,0,9.34,1418.67,5.32,95,97,0,90,0,98,0.1,2.5,2.5,0.788,2.1,1.02,11,,13.98,29.2,,,1.39417631,5.62
Bahamas,BHS,Americas,Latin America and the Caribbean,2012,Developing,High income,74.9,382073,28059.6554,36161.3125,7.43,167,0,9.5,1491.6,5.32,96,99,0,91,0,98,0.2,2.5,2.5,0.789,2.11,1.01,11.1,,14.01,29.7,,,1.398487148,5.58
Bahamas,BHS,Americas,Latin America and the Caribbean,2013,Developing,High income,74.8,385660,27389.60197,34438.39063,7.5,172,0,9.42,1531.37,5.63,97,97,0,92,0,97,0.1,2.5,2.5,0.79,2.11,1.01,11.1,,14.03,30.3,,,1.40498935,5.34
Bahamas,BHS,Americas,Latin America and the Caribbean,2014,Developing,High income,75.4,389137,28720.66219,34482.27344,7.74,16,0,9.45,1589.97,5.55,96,96,0,92,0,96,0.1,2.5,2.5,0.789,2.11,1.01,11.1,,14.06,30.9,,,1.406205016,5.33
Bahamas,BHS,Americas,Latin America and the Caribbean,2015,Developing,High income,76.1,392707,30206.24043,34554.60156,,147,0,,1557.94,5.15,95,95,0,94,0,95,0.1,2.5,2.5,0.79,2.11,1.01,11.1,2.288320065,14.07,31.5,,,1.406390518,5.07
Bahrain,BHR,Asia,Western Asia,2000,Developing,Upper-middle income,74.5,711446,12738.77412,48245.60938,3.51,92,0,2.15,424.94,3.34,97,97,6,98,0,97,0.1,6.2,6,0.786,0.55,0.42,8.3,,15.09,21.2,,10.174,0.653585662,0.43
Bahrain,BHR,Asia,Western Asia,2001,Developing,High income,74.7,730263,12291.83261,46688.04297,3.8,9,0,1.95,438.61,3.49,99,99,5,98,0,99,0.1,6.2,6,0.794,0.55,0.42,8.4,,15.07,21.5,,,0.65709795,0.45
Bahrain,BHR,Asia,Western Asia,2002,Developing,High income,74.9,748332,12819.99594,45252.03125,3.89,87,0,1.99,471.58,3.68,98,98,8,99,0,98,0.1,6.2,5.9,0.796,0.54,0.41,8.4,,15.03,21.7,,,0.664523097,0.37
Bahrain,BHR,Asia,Western Asia,2003,Developing,High income,75,778260,14230.29675,45686.41016,3.74,85,0,2.16,553.05,3.89,98,97,12,99,0,97,0.1,6.1,5.9,0.798,0.54,0.41,8.4,,14.98,21.9,,,0.679825492,0.34
Bahrain,BHR,Asia,Western Asia,2004,Developing,High income,75.2,833454,15777.96364,45911.57813,3.37,83,0,2.16,551.89,3.5,98,98,11,99,0,98,0.1,6.1,5.9,0.803,0.54,0.41,8.4,,14.93,22.1,,,0.687135811,0.34
Bahrain,BHR,Asia,Western Asia,2005,Developing,High income,75.3,901928,17705.23516,46319.98047,3.16,81,0,2.05,576.94,3.26,98,98,4,99,0,98,0.1,6.1,5.9,0.806,0.54,0.41,8.4,,14.87,22.5,,9.311,0.68061783,0.36
Bahrain,BHR,Asia,Western Asia,2006,Developing,High income,75.5,970986,19057.7989,45894.28906,3.8,79,0,2.1,592.38,3.11,98,98,3,99,0,98,0.1,6.1,5.9,0.81,0.54,0.41,8.4,2.874409914,14.83,22.9,,,0.667595042,0.37
Bahrain,BHR,Asia,Western Asia,2007,Developing,High income,75.6,1040545,20883.54803,46240.60156,3.8,77,0,2,688.14,3.3,97,97,7,99,0,97,0.1,6.1,5.9,0.813,0.54,0.41,8.4,2.575000048,14.8,23.4,,,0.65890931,0.4
Bahrain,BHR,Asia,Western Asia,2008,Developing,High income,75.8,1110352,23155.82145,44570.19141,3.17,76,0,2,741.86,3.2,97,97,2,99,0,97,0.1,6,5.9,0.815,0.54,0.41,8.4,2.496779919,14.78,23.9,,,0.6524684,0.42
Bahrain,BHR,Asia,Western Asia,2009,Developing,High income,76,1179460,19448.18326,40302.74219,3.79,74,0,1.95,841.48,4.33,98,97,3,99,0,98,0.1,6,5.9,0.814,0.54,0.42,8.4,,14.76,24.5,,,0.641617155,0.42
Bahrain,BHR,Asia,Western Asia,2010,Developing,High income,76.1,1213655,21186.81433,40338.60938,3.64,73,0,1.93,866.39,4.09,99,99,0,99,0,99,0.1,6,5.9,0.81,0.54,0.42,8.4,,14.73,25,,9.213,0.636007751,0.42
Bahrain,BHR,Asia,Western Asia,2011,Developing,High income,76.1,1212086,23741.55746,37755.99609,3.4,76,0,1.66,917.65,3.87,99,99,0,99,0,99,0.1,6.1,6,0.812,0.53,0.42,8.6,,14.7,25.6,,,0.63271809,0.4
Bahrain,BHR,Asia,Western Asia,2012,Developing,High income,76.5,1224948,25102.72635,43372.15234,4.37,71,0,1.7,1030.85,4.11,99,99,0,99,0,99,0.1,6.1,6,0.812,0.52,0.42,8.8,2.645309925,14.67,26.2,,,0.632732202,0.39
Bahrain,BHR,Asia,Western Asia,2013,Developing,High income,76.7,1261683,25790.73031,44935.81641,4.69,7,0,1.65,1111.22,4.31,99,99,0,99,0,99,0.1,6.1,6,0.815,0.52,0.41,9,2.476890087,14.64,26.8,,,0.630821574,0.37
Bahrain,BHR,Asia,Western Asia,2014,Developing,High income,76.8,1311142,25464.7601,45615.58203,4.98,7,0,1.57,1123.63,4.41,98,98,46,99,0,98,0.1,6.1,6,0.82,0.51,0.41,9.1,2.467459917,14.61,27.4,,,0.633196295,0.35
Bahrain,BHR,Asia,Western Asia,2015,Developing,High income,76.9,1362157,22795.44886,45441.14844,,69,0,,1134.46,4.98,98,98,0,99,0,98,0.1,6.2,6.1,0.823,0.5,0.42,9.3,2.674540043,14.58,28.1,,,0.635391769,0.32
Bangladesh,BGD,Asia,Southern Asia,2000,Developing,Low income,65.3,129193336,413.1001853,2002.466797,2.33,173,231,0.01,8.62,2.11,,83,5098,74,316,82,0.1,2.9,21.5,0.459,1.14,0.31,4.1,2.125080109,12.73,1.1,0.334065309,17.532,0.215270331,0
Bangladesh,BGD,Asia,Southern Asia,2001,Developing,Low income,65.8,131670490,410.0485409,2060.796143,2.47,168,219,0.01,8.42,2.1,,85,4414,77,298,85,0.1,2.7,21.3,0.468,1.14,0.31,4.3,2.171930075,12.7,1.2,,,0.217207478,0
